[2026-03-16T23:17:17.231Z] GET http://localhost:8085/index.html → 200 (22ms, 8607B)
[2026-03-16T23:18:58.059Z] GET http://localhost:8085/assets/images/trees/Arrayan.png → 200 (?ms, 534954B)
[2026-03-16T23:18:58.059Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:18:58.059Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (?ms, 903104B)
[2026-03-16T23:18:58.059Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (?ms, 581787B)
[2026-03-16T23:18:58.060Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:18:58.060Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (?ms, 747763B)
[2026-03-16T23:18:58.060Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (1ms, 682777B)
[2026-03-16T23:18:58.061Z] GET http://localhost:8085/assets/images/trees/Mango.png → 200 (?ms, 663974B)
[2026-03-16T23:18:58.061Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:18:58.061Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (?ms, 1000133B)
[2026-03-16T23:18:58.061Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (?ms, 814012B)
[2026-03-16T23:18:58.061Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:18:58.062Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (?ms, 925056B)
[2026-03-16T23:18:58.062Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:18:58.062Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (?ms, 1061748B)
[2026-03-16T23:18:58.062Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (?ms, ?B)
[2026-03-16T23:18:58.062Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 200 (?ms, ?B)
[2026-03-16T23:18:58.062Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 200 (1ms, ?B)
[2026-03-16T23:18:58.063Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 200 (?ms, ?B)
[2026-03-16T23:19:51.309Z] GET http://localhost:8085/index.html → 200 (1ms, 8123B)
[2026-03-16T23:19:51.313Z] GET http://localhost:8085/css/styles.css → 200 (?ms, 16118B)
[2026-03-16T23:19:51.313Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 200 (?ms, 206157B)
[2026-03-16T23:19:51.313Z] GET http://localhost:8085/assets/images/trees/Arrayan.png → 200 (?ms, 534954B)
[2026-03-16T23:19:51.313Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 200 (?ms, 575261B)
[2026-03-16T23:19:51.313Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:19:51.314Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (?ms, 903104B)
[2026-03-16T23:19:51.314Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (?ms, 581787B)
[2026-03-16T23:19:51.314Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:19:51.314Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (?ms, 747763B)
[2026-03-16T23:19:51.314Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (?ms, 682777B)
[2026-03-16T23:19:51.315Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (?ms, 1000133B)
[2026-03-16T23:19:51.315Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (?ms, 814012B)
[2026-03-16T23:19:51.315Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:19:51.316Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:19:51.316Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (?ms, 925056B)
[2026-03-16T23:19:51.316Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:19:51.316Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (?ms, 1061748B)
[2026-03-16T23:19:51.317Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (?ms, ?B)
[2026-03-16T23:19:51.317Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 200 (?ms, ?B)
[2026-03-16T23:19:51.317Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 200 (?ms, ?B)
[2026-03-16T23:19:51.317Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 200 (?ms, ?B)
[2026-03-16T23:20:16.270Z] GET http://localhost:8085/index.html → 200 (1ms, 8123B)
[2026-03-16T23:20:16.274Z] GET http://localhost:8085/css/styles.css → 200 (?ms, 16118B)
[2026-03-16T23:20:16.274Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 200 (?ms, 206157B)
[2026-03-16T23:20:16.274Z] GET http://localhost:8085/assets/images/trees/Arrayan.png → 200 (?ms, 534954B)
[2026-03-16T23:20:16.274Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 200 (?ms, 575261B)
[2026-03-16T23:20:16.274Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:20:16.275Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (?ms, 903104B)
[2026-03-16T23:20:16.275Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (?ms, 581787B)
[2026-03-16T23:20:16.275Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:20:16.276Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (?ms, 747763B)
[2026-03-16T23:20:16.276Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (?ms, 682777B)
[2026-03-16T23:20:16.276Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (1ms, 1000133B)
[2026-03-16T23:20:16.277Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (?ms, 814012B)
[2026-03-16T23:20:16.277Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:20:16.277Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:20:16.278Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (?ms, 925056B)
[2026-03-16T23:20:16.278Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:20:16.278Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (?ms, 1061748B)
[2026-03-16T23:20:16.278Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (1ms, ?B)
[2026-03-16T23:20:16.279Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 200 (?ms, ?B)
[2026-03-16T23:20:16.279Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 200 (?ms, ?B)
[2026-03-16T23:20:16.279Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 200 (?ms, ?B)
[2026-03-16T23:38:45.950Z] GET http://localhost:8085/index.html → 200 (1ms, 9668B)
[2026-03-16T23:38:45.955Z] GET http://localhost:8085/css/styles.css → 200 (6ms, 18048B)
[2026-03-16T23:38:45.956Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 304 (5ms, ?B)
[2026-03-16T23:38:45.956Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 200 (?ms, 575261B)
[2026-03-16T23:38:45.956Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:38:45.956Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (1ms, 903104B)
[2026-03-16T23:38:45.957Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (?ms, 581787B)
[2026-03-16T23:38:45.957Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:38:45.958Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (?ms, 747763B)
[2026-03-16T23:38:45.958Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (?ms, 682777B)
[2026-03-16T23:38:45.958Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:38:45.959Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (?ms, 1000133B)
[2026-03-16T23:38:45.959Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (?ms, 814012B)
[2026-03-16T23:38:45.959Z] GET http://localhost:8085/assets/images/book-1.jpg → 304 (3ms, ?B)
[2026-03-16T23:38:45.959Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (1ms, 925056B)
[2026-03-16T23:38:45.960Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 304 (2ms, ?B)
[2026-03-16T23:38:45.960Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (?ms, 1061748B)
[2026-03-16T23:38:45.961Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (?ms, ?B)
[2026-03-16T23:38:45.961Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 200 (?ms, ?B)
[2026-03-16T23:38:45.961Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 200 (?ms, ?B)
[2026-03-16T23:38:45.962Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 200 (?ms, ?B)
[2026-03-16T23:41:14.157Z] GET http://localhost:8085/index.html → 200 (1ms, 9668B)
[2026-03-16T23:41:14.160Z] GET http://localhost:8085/css/styles.css → 200 (6ms, 18069B)
[2026-03-16T23:41:14.161Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 200 (?ms, 206157B)
[2026-03-16T23:41:14.161Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 200 (?ms, 575261B)
[2026-03-16T23:41:14.161Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:41:14.161Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (?ms, 903104B)
[2026-03-16T23:41:14.161Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (?ms, 581787B)
[2026-03-16T23:41:14.162Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:41:14.162Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (?ms, 747763B)
[2026-03-16T23:41:14.162Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (?ms, 682777B)
[2026-03-16T23:41:14.162Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:41:14.162Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (?ms, 1000133B)
[2026-03-16T23:41:14.162Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (1ms, 814012B)
[2026-03-16T23:41:14.164Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:41:14.164Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (?ms, 925056B)
[2026-03-16T23:41:14.165Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:41:14.166Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (?ms, 1061748B)
[2026-03-16T23:41:14.167Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (?ms, ?B)
[2026-03-16T23:41:14.167Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 200 (?ms, ?B)
[2026-03-16T23:41:14.167Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 200 (1ms, ?B)
[2026-03-16T23:41:14.168Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 200 (?ms, ?B)
[2026-03-16T23:41:42.981Z] GET http://localhost:8085/index.html → 200 (?ms, 9668B)
[2026-03-16T23:41:42.984Z] GET http://localhost:8085/css/styles.css → 200 (8ms, 18089B)
[2026-03-16T23:41:42.984Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 200 (1ms, 206157B)
[2026-03-16T23:41:42.985Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 200 (?ms, 575261B)
[2026-03-16T23:41:42.986Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:41:42.986Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (?ms, 903104B)
[2026-03-16T23:41:42.986Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (?ms, 581787B)
[2026-03-16T23:41:42.987Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:41:42.987Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (1ms, 747763B)
[2026-03-16T23:41:42.988Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (?ms, 682777B)
[2026-03-16T23:41:42.988Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:41:42.989Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (?ms, 1000133B)
[2026-03-16T23:41:42.989Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (?ms, 814012B)
[2026-03-16T23:41:42.990Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:41:42.990Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (?ms, 925056B)
[2026-03-16T23:41:42.990Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:41:42.991Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (1ms, 1061748B)
[2026-03-16T23:41:42.992Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (?ms, ?B)
[2026-03-16T23:41:42.992Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 200 (1ms, ?B)
[2026-03-16T23:41:42.993Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 200 (?ms, ?B)
[2026-03-16T23:41:42.993Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 200 (?ms, ?B)
[2026-03-16T23:42:16.953Z] GET http://localhost:8085/index.html → 200 (?ms, 9668B)
[2026-03-16T23:42:16.956Z] GET http://localhost:8085/css/styles.css → 200 (2ms, 18088B)
[2026-03-16T23:42:16.956Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 200 (?ms, 206157B)
[2026-03-16T23:42:16.956Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 200 (?ms, 575261B)
[2026-03-16T23:42:16.956Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:42:16.956Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (?ms, 903104B)
[2026-03-16T23:42:16.956Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (1ms, 581787B)
[2026-03-16T23:42:16.957Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:42:16.957Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (?ms, 747763B)
[2026-03-16T23:42:16.957Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (?ms, 682777B)
[2026-03-16T23:42:16.957Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:42:16.957Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (?ms, 1000133B)
[2026-03-16T23:42:16.957Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (?ms, 814012B)
[2026-03-16T23:42:16.957Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:42:16.958Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (?ms, 925056B)
[2026-03-16T23:42:16.958Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:42:16.958Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (?ms, 1061748B)
[2026-03-16T23:42:16.958Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (?ms, ?B)
[2026-03-16T23:42:16.958Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 200 (1ms, ?B)
[2026-03-16T23:42:16.959Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 200 (?ms, ?B)
[2026-03-16T23:42:16.959Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 200 (?ms, ?B)
[2026-03-16T23:42:47.893Z] GET http://localhost:8085/index.html → 200 (1ms, 9668B)
[2026-03-16T23:42:47.896Z] GET http://localhost:8085/css/styles.css → 200 (3ms, 18088B)
[2026-03-16T23:42:47.896Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 200 (?ms, 206157B)
[2026-03-16T23:42:47.896Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 200 (?ms, 575261B)
[2026-03-16T23:42:47.897Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:42:47.897Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (?ms, 903104B)
[2026-03-16T23:42:47.897Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (?ms, 581787B)
[2026-03-16T23:42:47.897Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:42:47.897Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (?ms, 747763B)
[2026-03-16T23:42:47.897Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (?ms, 682777B)
[2026-03-16T23:42:47.897Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:42:47.898Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (?ms, 1000133B)
[2026-03-16T23:42:47.898Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (?ms, 814012B)
[2026-03-16T23:42:47.898Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:42:47.898Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (?ms, 925056B)
[2026-03-16T23:42:47.898Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:42:47.899Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (?ms, 1061748B)
[2026-03-16T23:42:47.900Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (?ms, ?B)
[2026-03-16T23:42:47.900Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 200 (?ms, ?B)
[2026-03-16T23:42:47.900Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 200 (?ms, ?B)
[2026-03-16T23:42:47.901Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 200 (?ms, ?B)
[2026-03-16T23:44:02.719Z] GET http://localhost:8085/index.html → 200 (?ms, 9668B)
[2026-03-16T23:44:02.722Z] GET http://localhost:8085/css/styles.css → 200 (2ms, 18034B)
[2026-03-16T23:44:02.722Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 200 (?ms, 206157B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 304 (1ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 304 (1ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 304 (2ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 304 (4ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 304 (2ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/Copal.png → 304 (4ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/Roble.png → 304 (3ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 304 (4ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 304 (7ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 304 (7ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 304 (8ms, ?B)
[2026-03-16T23:44:02.723Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:44:02.724Z] GET http://localhost:8085/assets/fonts/Mulish-Medium.ttf → 304 (3ms, ?B)
[2026-03-16T23:44:02.724Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 304 (6ms, ?B)
[2026-03-16T23:44:02.725Z] GET http://localhost:8085/assets/fonts/Mulish-Regular.ttf → 304 (5ms, ?B)
[2026-03-16T23:44:02.725Z] GET http://localhost:8085/assets/fonts/Mulish-SemiBold.ttf → 304 (5ms, ?B)
[2026-03-16T23:44:02.733Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 304 (?ms, ?B)
[2026-03-16T23:44:21.007Z] GET http://localhost:8085/index.html → 200 (?ms, 9668B)
[2026-03-16T23:44:21.010Z] GET http://localhost:8085/css/styles.css → 200 (2ms, 18034B)
[2026-03-16T23:44:21.010Z] GET http://localhost:8085/assets/logos/Logo_Ppal_LNDB.png → 200 (?ms, 206157B)
[2026-03-16T23:44:21.010Z] GET http://localhost:8085/assets/images/trees/Eucalipto.png → 200 (?ms, 575261B)
[2026-03-16T23:44:21.010Z] GET http://localhost:8085/assets/images/trees/PalmaCera.png → 200 (?ms, 141214B)
[2026-03-16T23:44:21.010Z] GET http://localhost:8085/assets/images/trees/GuayacanA.png → 200 (?ms, 903104B)
[2026-03-16T23:44:21.010Z] GET http://localhost:8085/assets/images/trees/Ceiba.png → 200 (?ms, 581787B)
[2026-03-16T23:44:21.010Z] GET http://localhost:8085/assets/images/trees/Cacao.png → 200 (?ms, 730726B)
[2026-03-16T23:44:21.010Z] GET http://localhost:8085/assets/images/trees/Copal.png → 200 (1ms, 747763B)
[2026-03-16T23:44:21.011Z] GET http://localhost:8085/assets/images/trees/Roble.png → 200 (?ms, 682777B)
[2026-03-16T23:44:21.011Z] GET http://localhost:8085/assets/images/trees/Caimito.png → 200 (?ms, 955790B)
[2026-03-16T23:44:21.011Z] GET http://localhost:8085/assets/images/trees/GuayacanR.png → 200 (?ms, 1000133B)
[2026-03-16T23:44:21.011Z] GET http://localhost:8085/assets/images/trees/Cerezo.png → 200 (?ms, 814012B)
[2026-03-16T23:44:21.011Z] GET http://localhost:8085/assets/images/book-1.jpg → 200 (?ms, 473164B)
[2026-03-16T23:44:21.012Z] GET http://localhost:8085/assets/images/trees/Cenizo.png → 200 (?ms, 925056B)
[2026-03-16T23:44:21.012Z] GET http://localhost:8085/assets/logos/Logo_Blanco_LNDB.png → 200 (?ms, 732666B)
[2026-03-16T23:44:21.012Z] GET http://localhost:8085/assets/images/trees/Yarumo.png → 200 (?ms, 1061748B)
[2026-03-16T23:44:21.012Z] GET http://localhost:8085/assets/fonts/Isaodelco-Regular.otf → 200 (?ms, ?B)
